Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22212","Skim milk and whey powder","2018","2018","1000 USD","60544","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22212","Skim milk and whey powder","2018","2018","t","125612.48","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22212","Skim milk and whey powder","2018","2018","1000 USD","242243","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22212","Skim milk and whey powder","2019","2019","t","39461.59","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22212","Skim milk and whey powder","2019","2019","1000 USD","75859","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22212","Skim milk and whey powder","2019","2019","t","167688.38","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22212","Skim milk and whey powder","2019","2019","1000 USD","378769","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22212","Skim milk and whey powder","2020","2020","t","26060.77","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22212","Skim milk and whey powder","2020","2020","1000 USD","77315","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22212","Skim milk and whey powder","2020","2020","t","157308.3","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22212","Skim milk and whey powder","2020","2020","1000 USD","412986","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22212","Skim milk and whey powder","2021","2021","t","19704.89","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22212","Skim milk and whey powder","2021","2021","1000 USD","59759","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22212","Skim milk and whey powder","2021","2021","t","152556.16","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22212","Skim milk and whey powder","2021","2021","1000 USD","457785","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22212","Skim milk and whey powder","2022","2022","t","21137.74","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22212","Skim milk and whey powder","2022","2022","1000 USD","77784","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22212","Skim milk and whey powder","2022","2022","t","171206.31","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22212","Skim milk and whey powder","2022","2022","1000 USD","649146","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22212","Skim milk and whey powder","2023","2023","t","14420.08","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22212","Skim milk and whey powder","2023","2023","1000 USD","48027","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22212","Skim milk and whey powder","2023","2023","t","210807.37","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22212","Skim milk and whey powder","2023","2023","1000 USD","603116","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22212","Skim milk and whey powder","2024","2024","t","13314.42","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22212","Skim milk and whey powder","2024","2024","1000 USD","42002","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22212","Skim milk and whey powder","2024","2024","t","151838.41","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22212","Skim milk and whey powder","2024","2024","1000 USD","432564","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","1961","1961","t","23","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","1961","1961","1000 USD","24","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","1961","1961","t","4772","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","1961","1961","1000 USD","3175","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","1962","1962","t","83","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","1962","1962","1000 USD","41","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","1962","1962","t","6917","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","1962","1962","1000 USD","5089","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","1963","1963","t","46","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","1963","1963","1000 USD","41","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","1963","1963","t","12125","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","1963","1963","1000 USD","7415","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","1964","1964","t","20","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","1964","1964","1000 USD","20","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","1964","1964","t","10483","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","1964","1964","1000 USD","6977","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","1965","1965","t","19","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","1965","1965","1000 USD","20","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","1965","1965","t","10238","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","1965","1965","1000 USD","6614","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","1966","1966","t","25","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","1966","1966","1000 USD","24","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","1966","1966","t","8587","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","1966","1966","1000 USD","5770","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","1967","1967","t","237","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","1967","1967","1000 USD","135","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","1967","1967","t","7902","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","1967","1967","1000 USD","5163","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","1968","1968","t","33","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","1968","1968","1000 USD","22","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","1968","1968","t","8790","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","1968","1968","1000 USD","5844","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","1969","1969","t","101","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","1969","1969","1000 USD","56","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","1969","1969","t","12766","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","1969","1969","1000 USD","7799","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","1970","1970","t","146","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","1970","1970","1000 USD","68","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","1970","1970","t","12780","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","1970","1970","1000 USD","6798","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","1971","1971","t","174","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","1971","1971","1000 USD","104","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","1971","1971","t","10596","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","1971","1971","1000 USD","6752","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","1972","1972","t","39","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","1972","1972","1000 USD","31","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","1972","1972","t","11986","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","1972","1972","1000 USD","8907","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","1973","1973","t","209","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","1973","1973","1000 USD","177","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","1973","1973","t","11960","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","1973","1973","1000 USD","8880","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","1974","1974","t","887","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","1974","1974","1000 USD","1012","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","1974","1974","t","6064","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","1974","1974","1000 USD","7536","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","1975","1975","t","1421","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","1975","1975","1000 USD","1906","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","1975","1975","t","9099","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","1975","1975","1000 USD","12716","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","1976","1976","t","825","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","1976","1976","1000 USD","1618","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","1976","1976","t","12521","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","1976","1976","1000 USD","17800","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","1977","1977","t","830","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","1977","1977","1000 USD","1779","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","1977","1977","t","28514","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","1977","1977","1000 USD","35962","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","1978","1978","t","804","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","1978","1978","1000 USD","2034","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","1978","1978","t","32350","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","1978","1978","1000 USD","44000","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","1979","1979","t","365","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","1979","1979","1000 USD","1206","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","1979","1979","t","28150","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","1979","1979","1000 USD","43156","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","1980","1980","t","891","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","1980","1980","1000 USD","3126","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","1980","1980","t","40378","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","1980","1980","1000 USD","69554","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","1981","1981","t","691","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","1981","1981","1000 USD","1883","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","1981","1981","t","34084","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","1981","1981","1000 USD","64049","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","1982","1982","t","1224","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","1982","1982","1000 USD","3030","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","1982","1982","t","40488","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","1982","1982","1000 USD","71480","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","1983","1983","t","1212","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","1983","1983","1000 USD","2547","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","1983","1983","t","17904","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","1983","1983","1000 USD","31511","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","1984","1984","t","321","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","1984","1984","1000 USD","888","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","1984","1984","t","29611","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","1984","1984","1000 USD","44358","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","1985","1985","t","234","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","1985","1985","1000 USD","607","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","1985","1985","t","28579","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","1985","1985","1000 USD","43111","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","1986","1986","t","307","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","1986","1986","1000 USD","536","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","1986","1986","t","26866","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","1986","1986","1000 USD","48433","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","1987","1987","t","601","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","1987","1987","1000 USD","788","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","1987","1987","t","37325","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","1987","1987","1000 USD","68125","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","1988","1988","t","184","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","1988","1988","1000 USD","551","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","1988","1988","t","35730","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","1988","1988","1000 USD","71213","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","1989","1989","t","560","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","1989","1989","1000 USD","1697","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","1989","1989","t","24146","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","1989","1989","1000 USD","63230","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","1990","1990","t","121","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","1990","1990","1000 USD","215","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","1990","1990","t","15575","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","1990","1990","1000 USD","45603","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","1991","1991","t","350","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","1991","1991","1000 USD","639","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","1991","1991","t","26293","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","1991","1991","1000 USD","75558","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","1992","1992","t","966","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","1992","1992","1000 USD","2849","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","1992","1992","t","34440","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","1992","1992","1000 USD","90603","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","1993","1993","t","1018","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","1993","1993","1000 USD","4835","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","1993","1993","t","40619","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","1993","1993","1000 USD","105988","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","1994","1994","t","2191","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","1994","1994","1000 USD","6818","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","1994","1994","t","45790","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","1994","1994","1000 USD","112938","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","1995","1995","t","827","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","1995","1995","1000 USD","2736","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","1995","1995","t","41060","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","1995","1995","1000 USD","130398","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","1996","1996","t","967","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","1996","1996","1000 USD","3435","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","1996","1996","t","35649","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","1996","1996","1000 USD","102980","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","1997","1997","t","552","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","1997","1997","1000 USD","1566","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","1997","1997","t","39906","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","1997","1997","1000 USD","102940","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","1998","1998","t","911","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","1998","1998","1000 USD","2485","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","1998","1998","t","41559","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","1998","1998","1000 USD","97694","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","1999","1999","t","1073","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","1999","1999","1000 USD","3086","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","1999","1999","t","46930","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","1999","1999","1000 USD","98471","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","2000","2000","t","626","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","2000","2000","1000 USD","1429","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","2000","2000","t","48346","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","2000","2000","1000 USD","100167","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","2001","2001","t","641","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","2001","2001","1000 USD","1589","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","2001","2001","t","39972","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","2001","2001","1000 USD","90762","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","2002","2002","t","1837","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","2002","2002","1000 USD","4603","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","2002","2002","t","32801","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","2002","2002","1000 USD","69885","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","2003","2003","t","5305","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","2003","2003","1000 USD","14643","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","2003","2003","t","44133","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","2003","2003","1000 USD","100943","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","2004","2004","t","4655","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","2004","2004","1000 USD","13323","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","2004","2004","t","45478","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","2004","2004","1000 USD","122854","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","2005","2005","t","4308","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","2005","2005","1000 USD","13644","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","2005","2005","t","59868","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","2005","2005","1000 USD","149100","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","2006","2006","t","7210","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","2006","2006","1000 USD","22861","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","2006","2006","t","80431","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","2006","2006","1000 USD","189441","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","2007","2007","t","5517","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","2007","2007","1000 USD","19629","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","2007","2007","t","58658","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","2007","2007","1000 USD","211202","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","2008","2008","t","6297","X","Figure from external organization","Estimated data using trading partners database"
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","2008","2008","1000 USD","23881","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","2008","2008","t","56950","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","2008","2008","1000 USD","241231","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5610","Import quantity","22211","Whole milk powder","2009","2009","t","3522","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5622","Import value","22211","Whole milk powder","2009","2009","1000 USD","10560","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5910","Export quantity","22211","Whole milk powder","2009","2009","t","45959","A","Official figure",""
"TCL","Crops and livestock products","372","Ireland","5922","Export value","22211","Whole milk powder","2009","2009","1000 USD","131641","A","Official figure",""
